Organism Scientific Name	Organism Common Name	Organism Qualifier	Taxonomy id	Assembly Name	Assembly Accession	Source	Annotation	Level	Contig N50	Size	Submission Date	Gene Count	BioProject	BioSample
Natrinema gelatinilyticum		strain: BND6	2961571	ASM2426670v1	GCF_024266705.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3661312	5443578	2022-07-14	5331	PRJNA853941	SAMN29416696
Salinilacihabitans rarus		strain: AD-4	2961596	ASM2429666v1	GCF_024296665.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3622565	3622565	2022-07-17	3805	PRJNA854271	SAMN29425916
Natrinema marinum		strain: DT87	2961598	ASM2429668v1	GCF_024296685.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3766003	3766003	2022-07-17	3766	PRJNA854279	SAMN29426053
Haloglomus salinum		strain: ZY58	2962673	ASM2429882v1	GCF_024298825.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4190378	4190378	2022-07-18	4127	PRJNA856401	SAMN29548546
Natronosalvus amylolyticus		strain: WLHSJ1	2961994	ASM2429884v1	GCF_024298845.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3523614	4217547	2022-07-18	3916	PRJNA855601	SAMN29498734
Halorarius halobius		strain: ZY10	2962671	ASM2429886v1	GCF_024298865.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3743174	4399335	2022-07-18	4564	PRJNA856398	SAMN29548489
Haloglomus halophilum		strain: ZY41	2962672	ASM2429888v1	GCF_024298885.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4179737	4445689	2022-07-18	4334	PRJNA856400	SAMN29548545
Natronomonas marina		strain: ZY43	2961939	ASM2429890v1	GCF_024298905.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3846278	3993555	2022-07-18	4164	PRJNA855033	SAMN29480431
Halovivax gelatinilyticus		strain: CGA30	2961597	ASM2430062v1	GCF_024300625.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3700630	3700630	2022-07-18	3546	PRJNA854277	SAMN29426050
Natronomonas gomsonensis		strain: KCTC 4088	1046043	ASM2430082v1	GCF_024300825.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3544915	3652280	2022-07-18	3895	PRJNA857807	SAMN29636705
Halorarius litoreus		strain: BND22	2962676	ASM2436240v1	GCF_024362405.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4002298	4167635	2022-07-21	4388	PRJNA856432	SAMN29552483
Natronobeatus ordinarius		strain: WLHSJ27	2963433	ASM2436248v1	GCF_024362485.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4075090	4208668	2022-07-21	4205	PRJNA857837	SAMN29638647
Natrononativus amylolyticus		strain: CGA73	2963434	ASM2436252v1	GCF_024362525.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2976992	3986100	2022-07-21	4016	PRJNA857842	SAMN29638652
Natronomonas aquatica		strain: F2-12	2841590	ASM2444902v1	GCF_024449025.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	80501	3214353	2022-07-26	3367	PRJNA734272	SAMN19487687
Haloarchaeobius salinus		strain: YC82	1198298	ASM2446418v1	GCF_024464185.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	1128414	3851061	2022-07-27	3916	PRJNA861062	SAMN29881929
Halobellus litoreus		strain: GX31	755310	ASM2446459v1	GCF_024464595.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	1390191	3857234	2022-07-27	3772	PRJNA861096	SAMN29883267
Halobellus inordinatus		strain: YC20	1126236	ASM2446465v1	GCF_024464655.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	367358	3408193	2022-07-27	3439	PRJNA861065	SAMN29881933
Halorubrum rutilum		strain: YJ-18-S1	1364933	ASM2449456v1	GCF_024494565.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	500378	3444704	2022-07-30	3490	PRJNA861334	SAMN29911664
Halorubrum salinum		strain: GX71	767517	ASM2449457v1	GCF_024494575.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	595964	2727534	2022-07-30	2807	PRJNA861335	SAMN29911665
Halobellus rarus		strain: YC21	1126237	ASM2449459v1	GCF_024494595.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	293397	3655138	2022-07-30	3589	PRJNA861328	SAMN29911640
Halohasta litorea		strain: R30	869891	ASM2449464v1	GCF_024494645.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	380980	3810331	2022-07-30	3940	PRJNA861329	SAMN29911641
Halorubrum laminariae		strain: R60	1433523	ASM2449465v1	GCF_024494655.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	302165	3621885	2022-07-30	3693	PRJNA861332	SAMN29911662
Halorubrum rubrum		strain: YC87	1126240	ASM2449468v1	GCF_024494685.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	197327	3227153	2022-07-30	3274	PRJNA861333	SAMN29911663
Natronoarchaeum rubrum		strain: GX48	755311	ASM2449469v1	GCF_024494695.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	590906	4032564	2022-07-30	4107	PRJNA861365	SAMN29911666
Haloplanus ruber		strain: R35	869892	ASM2449472v1	GCF_024494725.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	472914	3275907	2022-07-30	3415	PRJNA861330	SAMN29911661
Haloarchaeobius litoreus		strain: GX1	755306	ASM2449542v1	GCF_024495425.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	1102851	4049318	2022-07-30	4110	PRJNA860776	SAMN29862086
Haloplanus salinarum		strain: JCM 31424	1912324	ASM2449817v1	GCF_024498175.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3450905	3450905	2022-08-01	3626	PRJNA861110	SAMN29883561
Halovivax cerinus		strain: IBRC-M 10256	1487865	ASM2449819v1	GCF_024498195.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3902757	3902757	2022-08-01	3700	PRJNA861114	SAMN29883696
Halobellus ramosii		strain: DSM 26177	1379040	ASM2449833v1	GCF_024498335.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2612640	2853958	2022-08-01	2907	PRJNA861105	SAMN29883447
Halococcus qingdaonensis		strain: CGMCC 1.4243	224402	ASM2450823v1	GCF_024508235.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2703393	2703393	2022-08-03	2821	PRJNA861109	SAMN29883558
Haloarchaeobius sp. FL176		strain: FL176	2967129	ASM2460924v1	GCF_024609245.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	417247	3894013	2022-08-09	3953	PRJNA861401	SAMN29914698
Haloferax larsenii		strain: NCIM 5678	302484	ASM2473062v1	GCF_024730625.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3048879	3720723	2022-08-22	3794	PRJNA742554	SAMN19967896
Halalkaliarchaeum sp. AArc-CO		strain: AArc-CO	2866381	ASM2497273v1	GCF_024972735.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3012260	3179131	2022-09-06	3168	PRJNA752265	SAMN20589850
Halanaeroarchaeum sp. HSR-CO		strain: HSR-CO	2866382	ASM2497275v1	GCF_024972755.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2752700	2787690	2022-09-06	2902	PRJNA752267	SAMN20590342
Salinirubellus salinus		strain: ZS-35-S2	1364945	ASM2523148v1	GCF_025231485.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4127382	4376714	2022-09-11	4507	PRJNA875561	SAMN30618693
Haloarchaeobius sp. HME9146		strain: HME9146	2978732	ASM2539983v1	GCF_025399835.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	3490121	4187993	2022-09-25	4206	PRJNA449135	SAMN30841357
Halomicroarcula laminariae		strain: LYG-24	2961577	ASM2545758v1	GCF_025457585.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2245722	3685742	2022-09-28	3800	PRJNA853865	SAMN29406474
Halomicroarcula laminariae		strain: LYG-108	2961577	ASM2545760v1	GCF_025457605.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2245722	3685742	2022-09-28	3800	PRJNA853868	SAMN29406503
Halapricum hydrolyticum		strain: HArc-curdl5-1	2979991	ASM2551753v1	GCF_025517535.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	116111	3360058	2022-10-02	3394	PRJNA881971	SAMN30921870
Halapricum hydrolyticum		strain: HArc-curdl7	2979991	ASM2551756v1	GCF_025517565.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	159171	3383508	2022-10-02	3405	PRJNA881971	SAMN30921871
Natronobiforma cellulositropha		strain: JCM 31939	1679076	ASM2562924v1	GCF_025629245.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	163266	3759489	2022-10-08	3645	PRJNA875548	SAMN30618640
Halocatena marina		strain: DFN5	2934937	ASM2591357v1	GCF_025913575.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3915224	3957008	2022-10-31	3786	PRJNA891075	SAMN31308997
Halocatena marina		strain: QDMS1	2934937	ASM2594700v1	GCF_025947005.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3881378	5036056	2022-11-01	4839	PRJNA891868	SAMN31359323
Haladaptatus sp. T7		strain: T7	2029368	ASM2600857v1	GCF_026008575.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	428267	4355909	2022-09-13	4411	PRJDB6271	SAMD00093446
Halocatena marina		strain: RDMS1	2934937	ASM2601392v1	GCF_026013925.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3934123	5086474	2022-11-06	4924	PRJNA891492	SAMN31329597
Halorutilus salinus		strain: F3-133	2487751	ASM2624219v1	GCF_026242195.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	189022	2103777	2022-11-20	2383	PRJNA504759	SAMN10397913
Haladaptatus sp. ZJ1		strain: ZJ1	2993314	ASM2624868v1	GCF_026248685.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2647751	4818353	2022-11-21	4900	PRJNA897730	SAMN31580283
Halovenus salina		strain: JCM 30072	1510225	ASM2641092v1	GCF_026410925.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3328418	3769933	2022-11-27	3781	PRJNA902944	SAMN31779816
Halobium salinum		strain: YJ-8-S	1364940	ASM2658662v1	GCF_026586625.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	330461	4461805	2022-12-02	4428	PRJNA881030	SAMN30883932
Halovenus rubra		strain: R28	869890	ASM2658666v1	GCF_026586665.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	307336	3574973	2022-12-02	3484	PRJNA881037	SAMN30884598
Halorubrum yunnanense		strain: Q85	1526162	ASM2658667v1	GCF_026586675.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	47044	3174263	2022-12-02	3249	PRJNA881034	SAMN30884439
Haloarchaeobius amylolyticus		strain: XD48	1198296	ASM2661619v1	GCF_026616195.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2398485	4608248	2022-12-02	4612	PRJNA860712	SAMN29856471
Halolamina litorea		strain: YJ-41	1515593	ASM2661620v1	GCF_026616205.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2101880	3024386	2022-12-02	3138	PRJNA861689	SAMN29923289
Natronomonas gomsonensis		strain: JCM 17867	1046043	ASM2671238v1	GCF_026712385.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	147432	3977016	2022-12-06	4235	PRJNA747858	SAMN20297773
Halorubrum sp. F4		strain: F4	2989715	ASM2725719v1	GCF_027257195.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	97223	3281933	2022-12-23	3369	PRJNA893763	SAMN31432563
Halorubrum ezzemoulense		strain: AMM036	337243	ASM2821082v1	GCF_028210825.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	355638	3367885	2023-01-29	3414	PRJNA925515	SAMN32798467
Halorubrum ezzemoulense		strain: AMM015	337243	ASM2821094v1	GCF_028210945.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	105347	4069521	2023-01-29	4229	PRJNA925515	SAMN32798460
Halorubrum ezzemoulense		strain: AMM027	337243	ASM2821099v1	GCF_028210995.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	849880	3455161	2023-01-29	3528	PRJNA925515	SAMN32798463
Halorubrum ezzemoulense		strain: AMM093	337243	ASM2821100v1	GCF_028211005.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	183807	3540625	2023-01-29	3647	PRJNA925515	SAMN32798475
Halorubrum ezzemoulense		strain: AMM028	337243	ASM2821108v1	GCF_028211085.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	175738	3649649	2023-01-29	3696	PRJNA925515	SAMN32798464
Halorubrum ezzemoulense		strain: AMM034	337243	ASM2821109v1	GCF_028211095.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	149254	3949716	2023-01-29	4145	PRJNA925515	SAMN32798466
Halorubrum ezzemoulense		strain: AMM016	337243	ASM2821117v1	GCF_028211175.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	1150072	3575946	2023-01-29	3623	PRJNA925515	SAMN32798461
Halorubrum ezzemoulense		strain: AMM081	337243	ASM2821118v1	GCF_028211185.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	453155	3542729	2023-01-29	3584	PRJNA925515	SAMN32798473
Halorubrum ezzemoulense		strain: AMM063	337243	ASM2821120v1	GCF_028211205.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	970726	3532832	2023-01-29	3560	PRJNA925515	SAMN32798472
Halorubrum ezzemoulense		strain: AMM032	337243	ASM2821125v1	GCF_028211255.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	318921	3541518	2023-01-29	3543	PRJNA925515	SAMN32798465
Halorubrum ezzemoulense		strain: AMM045	337243	ASM2821127v1	GCF_028211275.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	612685	3727467	2023-01-29	3679	PRJNA925515	SAMN32798470
Halorubrum ezzemoulense		strain: AMM044	337243	ASM2821128v1	GCF_028211285.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	168876	3653627	2023-01-29	3744	PRJNA925515	SAMN32798469
Halorubrum ezzemoulense		strain: AMM088	337243	ASM2821129v1	GCF_028211295.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	973679	3695056	2023-01-29	3710	PRJNA925515	SAMN32798474
Halorubrum ezzemoulense		strain: AMM011	337243	ASM2821133v1	GCF_028211335.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	650074	3559600	2023-01-29	3590	PRJNA925515	SAMN32798458
Halorubrum ezzemoulense		strain: AMM037	337243	ASM2821135v1	GCF_028211355.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	392202	3421618	2023-01-29	3465	PRJNA925515	SAMN32798468
Halorubrum ezzemoulense		strain: AMM013	337243	ASM2821137v1	GCF_028211375.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	1150072	3567057	2023-01-29	3611	PRJNA925515	SAMN32798459
Halorubrum ezzemoulense		strain: AMM059	337243	ASM2821139v1	GCF_028211395.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	976351	3591159	2023-01-29	3649	PRJNA925515	SAMN32798471
Halorubrum ezzemoulense		strain: AMM018	337243	ASM2821140v1	GCF_028211405.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	399729	3662518	2023-01-29	3728	PRJNA925515	SAMN32798462
Halovenus sp.		isolate: LUM.6	1954478	ASM2827492v1	GCF_028274925.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	9126	3268525	2023-01-30	3675	PRJNA825141	SAMN32192782
Natronomonas sp.		isolate: LUM.42	2184060	ASM2827496v1	GCF_028274965.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	54981	2276379	2023-01-30	2423	PRJNA825141	SAMN32192790
Haloplanus sp.		isolate: LUM.53	1961696	ASM2827505v1	GCF_028275055.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	44760	2309319	2023-01-30	2463	PRJNA825141	SAMN32192796
Halorientalis sp.		isolate: LUM.68	1931229	ASM2827511v1	GCF_028275115.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	56626	3531334	2023-01-30	3648	PRJNA825141	SAMN32192799
Halorubrum ezzemoulense		strain: UG_82	337243	ASM2832862v1	GCF_028328625.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	424535	3502207	2023-01-31	3611	PRJNA925523	SAMN32800019
Halorubrum ezzemoulense		strain: UG_66	337243	ASM2832866v1	GCF_028328665.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	420405	3456084	2023-01-31	3465	PRJNA925523	SAMN32800017
Halorubrum ezzemoulense		strain: UG_37	337243	ASM2832962v1	GCF_028329625.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	424536	3498669	2023-01-31	3612	PRJNA925523	SAMN32800014
Halorubrum ezzemoulense		strain: UG_68	337243	ASM2832966v1	GCF_028329665.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	751414	3449704	2023-01-31	3521	PRJNA925523	SAMN32800018
Halorubrum ezzemoulense		strain: UG_23	337243	ASM2832982v1	GCF_028329825.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	958124	3455487	2023-01-31	3463	PRJNA925523	SAMN32800013
Halorubrum ezzemoulense		strain: UG_96	337243	ASM2832987v1	GCF_028329875.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	169498	3744513	2023-01-31	3809	PRJNA925523	SAMN32800021
Halorubrum ezzemoulense		strain: UG_39	337243	ASM2832990v1	GCF_028329905.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	958124	3457554	2023-01-31	3467	PRJNA925523	SAMN32800015
Halorubrum ezzemoulense		strain: UG_3	337243	ASM2832992v1	GCF_028329925.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	424536	3498669	2023-01-31	3612	PRJNA925523	SAMN32800016
Halorubrum ezzemoulense		strain: UG_123	337243	ASM2832996v1	GCF_028329965.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	349150	3680827	2023-01-31	3702	PRJNA925523	SAMN32800010
Halorubrum ezzemoulense		strain: UG_86	337243	ASM2832998v1	GCF_028329985.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	246500	3499079	2023-01-31	3613	PRJNA925523	SAMN32800020
Halorubrum ezzemoulense		strain: UG_125	337243	ASM2833044v1	GCF_028330445.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	298097	3530409	2023-01-31	3652	PRJNA925523	SAMN32800011
Halorubrum ezzemoulense		strain: UG_115	337243	ASM2833048v1	GCF_028330485.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	424402	3504625	2023-01-31	3619	PRJNA925523	SAMN32800009
Halorubrum ezzemoulense		strain: UG_113	337243	ASM2833054v1	GCF_028330545.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	220807	3500220	2023-01-31	3619	PRJNA925523	SAMN32800007
Halorubrum ezzemoulense		strain: UG_110	337243	ASM2833055v1	GCF_028330555.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	424568	3500603	2023-01-31	3617	PRJNA925523	SAMN32800006
Halorubrum ezzemoulense		strain: UG_126	337243	ASM2833058v1	GCF_028330585.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	349151	3683474	2023-01-31	3697	PRJNA925523	SAMN32800012
Halorubrum ezzemoulense		strain: UG_114	337243	ASM2833060v1	GCF_028330605.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	281718	3515279	2023-01-31	3641	PRJNA925523	SAMN32800008
Halorubrum ezzemoulense		strain: UG_101	337243	ASM2833062v1	GCF_028330625.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	265935	3531021	2023-01-31	3602	PRJNA925523	SAMN32800005
Halococcus sp. PRR34		strain: PRR34	3020830	ASM2861717v1	GCF_028617175.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	179076	4220559	2023-02-13	4182	PRJNA923876	SAMN32742768
Natrinema soli		strain: LMG 29247	1930624	ASM2861869v1	GCF_028618695.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	15177	6025246	2023-02-13	6809	PRJNA923492	SAMN32723775
Halosimplex sp. XZYJT29		strain: XZYJT29	3026162	ASM2874778v1	GCF_028747785.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4824346	5163082	2023-02-21	5085	PRJNA932174	SAMN33179401
Halorhabdus sp. SVX81		strain: SVX81	2978283	ASM2920771v1	GCF_029207715.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2923675	2923675	2023-03-14	2922	PRJNA865582	SAMN30630960
Haloferax lucentense		strain: SVX82	2254	ASM2922578v1	GCF_029225785.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2776760	3784795	2023-03-16	3829	PRJNA865582	SAMN30630946
Halorhabdus sp. BNX81		strain: BNX81	2980181	ASM2922992v1	GCF_029229925.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2828981	2828981	2023-03-17	2857	PRJNA865582	SAMN30631035
Haloferax alexandrinus		strain: BNX82	114529	ASM2923222v1	GCF_029232225.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2845766	3920955	2023-03-17	3990	PRJNA865582	SAMN30631033
Halomicroarcula sp. DFY41		strain: DFY41	3032584	ASM2927856v1	GCF_029278565.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3038664	4041616	2023-03-20	4191	PRJNA942079	SAMN33651782
Halomicroarcula sp. GDY20		strain: GDY20	3032579	ASM2933819v1	GCF_029338195.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3304793	3789806	2023-03-22	4029	PRJNA942191	SAMN33658220
Haladaptatus sp. YSMS36		strain: YSMS36	3033384	ASM2933821v1	GCF_029338215.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2938003	3792965	2023-03-22	3940	PRJNA942466	SAMN33692780
Halomicroarcula sp. SHR3		strain: SHR3	3033387	ASM2933823v1	GCF_029338235.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3034613	3282213	2023-03-22	3529	PRJNA942486	SAMN33693471
Halomicroarcula sp. XH51		strain: XH51	3033388	ASM2933825v1	GCF_029338255.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3354654	3484032	2023-03-22	3660	PRJNA942493	SAMN33693477
Halomicroarcula sp. ZS-22-S1		strain: ZS-22-S1	3033390	ASM2933827v1	GCF_029338275.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	3190156	3525489	2023-03-22	3699	PRJNA942497	SAMN33693502
Haladaptatus sp. QDMS2		strain: QDMS2	3033391	ASM2933829v1	GCF_029338295.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2952151	3881291	2023-03-22	4013	PRJNA942504	SAMN33694642
