V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,ORF
NHN49977.1,1246,Pfam,PF13360,PQQ-like domain,151,223,"7,00E-13",IPR002372,Pyrrolo-quinoline quinone repeat,ORF6
NHN49977.1,1246,Pfam,PF13360,PQQ-like domain,233,386,2.3E-17,IPR002372,Pyrrolo-quinoline quinone repeat,ORF6
NHN49977.1,1246,Phobius,SIGNAL_PEPTIDE,Signal peptide region,1,35,-,-,-,ORF6
NHN49977.1,1246,MobiDBLite,mobidb-lite,consensus disorder prediction,1034,1056,-,-,-,ORF6
NHN49977.1,1246,Gene3D,G3DSA:2.40.128.630,-,30,144,1.7E-19,-,-,ORF6
NHN49977.1,1246,Gene3D,G3DSA:2.40.128.630,-,145,223,1.7E-22,-,-,ORF6
NHN49977.1,1246,Phobius,SIGNAL_PEPTIDE_H_REGION,Hydrophobic region of a signal peptide.,12,23,-,-,-,ORF6
NHN49977.1,1246,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,12,34,-,-,-,ORF6
NHN49977.1,1246,SUPERFAMILY,SSF50998,Quinoprotein alcohol dehydrogenase-like,53,188,6.54E-27,IPR011047,Quinoprotein alcohol dehydrogenase-like superfamily,ORF6
NHN49977.1,1246,Phobius,SIGNAL_PEPTIDE_C_REGION,C-terminal region of a signal peptide.,24,35,-,-,-,ORF6
NHN49977.1,1246,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",36,1246,-,-,-,ORF6
NHN49977.1,1246,Coils,Coil,Coil,622,642,-,-,-,ORF6
NHN49977.1,1246,Phobius,SIGNAL_PEPTIDE_N_REGION,N-terminal region of a signal peptide.,1,11,-,-,-,ORF6
WP_233752292.1,1140,Pfam,PF13360,PQQ-like domain,5,139,1.2E-18,IPR002372,Pyrrolo-quinoline quinone repeat,ORF6
WP_233752292.1,1140,MobiDBLite,mobidb-lite,consensus disorder prediction,928,949,-,-,-,ORF6
WP_233752292.1,1140,Coils,Coil,Coil,645,665,-,-,-,ORF6
WP_233752292.1,1140,Gene3D,G3DSA:2.130.10.10,-,119,433,"6,00E-28",IPR015943,WD40/YVTN repeat-like-containing domain superfamily,ORF6
WP_233752292.1,1140,SUPERFAMILY,SSF50998,Quinoprotein alcohol dehydrogenase-like,4,161,7.06E-32,IPR011047,Quinoprotein alcohol dehydrogenase-like superfamily,ORF6
WP_233752292.1,1140,Coils,Coil,Coil,516,536,-,-,-,ORF6
WP_233752292.1,1140,PANTHER,PTHR34512,CELL SURFACE PROTEIN,4,273,2.8E-35,-,-,ORF6
WP_233752292.1,1140,Pfam,PF13570,PQQ-like domain,200,237,8,IPR002372,Pyrrolo-quinoline quinone repeat,ORF6
WP_233752292.1,1140,SUPERFAMILY,SSF50998,Quinoprotein alcohol dehydrogenase-like,127,313,3.45E-22,IPR011047,Quinoprotein alcohol dehydrogenase-like superfamily,ORF6
WP_233752292.1,1140,Gene3D,G3DSA:2.40.128.630,-,4,118,5.9E-32,-,-,ORF6
WP_233752292.1,1140,SMART,SM00564,ire1_9,217,247,15,IPR018391,Pyrrolo-quinoline quinone beta-propeller repeat,ORF6
WP_233752292.1,1140,SMART,SM00564,ire1_9,87,118,12,IPR018391,Pyrrolo-quinoline quinone beta-propeller repeat,ORF6
WP_233752292.1,1140,SMART,SM00564,ire1_9,125,163,6.2,IPR018391,Pyrrolo-quinoline quinone beta-propeller repeat,ORF6
WP_233752292.1,1140,SMART,SM00564,ire1_9,172,207,92,IPR018391,Pyrrolo-quinoline quinone beta-propeller repeat,ORF6
WP_233752292.1,1140,SMART,SM00564,ire1_9,46,78,38,IPR018391,Pyrrolo-quinoline quinone beta-propeller repeat,ORF6
WP_233752292.1,1140,SMART,SM00564,ire1_9,5,37,24,IPR018391,Pyrrolo-quinoline quinone beta-propeller repeat,ORF6
WP_233752292.1,1140,SMART,SM00564,ire1_9,257,293,57,IPR018391,Pyrrolo-quinoline quinone beta-propeller repeat,ORF6
WP_254810718.1,883,Coils,Coil,Coil,402,468,-,-,-,ORF6
WP_254810718.1,883,Coils,Coil,Coil,241,261,-,-,-,ORF6
WP_254810718.1,883,Coils,Coil,Coil,50,70,-,-,-,ORF6
SEW32848.1,872,Coils,Coil,Coil,452,472,-,-,-,ORF6
SEW32848.1,872,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",1,838,-,-,-,ORF6
SEW32848.1,872,Coils,Coil,Coil,408,442,-,-,-,ORF6
SEW32848.1,872,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,839,860,-,-,-,ORF6
SEW32848.1,872,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,839,861,-,-,-,ORF6
SEW32848.1,872,Coils,Coil,Coil,373,400,-,-,-,ORF6
SEW32848.1,872,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",861,872,-,-,-,ORF6
WP_143067755.1,1078,Coils,Coil,Coil,614,648,-,-,-,ORF6
WP_143067755.1,1078,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,1045,1066,-,-,-,ORF6
WP_143067755.1,1078,Phobius,SIGNAL_PEPTIDE_H_REGION,Hydrophobic region of a signal peptide.,20,32,-,-,-,ORF6
WP_143067755.1,1078,Phobius,SIGNAL_PEPTIDE_C_REGION,C-terminal region of a signal peptide.,33,44,-,-,-,ORF6
WP_143067755.1,1078,Coils,Coil,Coil,579,606,-,-,-,ORF6
WP_143067755.1,1078,Phobius,SIGNAL_PEPTIDE_N_REGION,N-terminal region of a signal peptide.,1,19,-,-,-,ORF6
WP_143067755.1,1078,SignalP_GRAM_POSITIVE,SignalP-TM,SignalP-TM,1,45,-,-,-,ORF6
WP_143067755.1,1078,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",1067,1078,-,-,-,ORF6
WP_143067755.1,1078,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,1045,1067,-,-,-,ORF6
WP_143067755.1,1078,Coils,Coil,Coil,658,678,-,-,-,ORF6
WP_143067755.1,1078,MobiDBLite,mobidb-lite,consensus disorder prediction,68,91,-,-,-,ORF6
WP_143067755.1,1078,Phobius,SIGNAL_PEPTIDE,Signal peptide region,1,44,-,-,-,ORF6
WP_143067755.1,1078,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,21,43,-,-,-,ORF6
WP_143067755.1,1078,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",45,1044,-,-,-,ORF6
WP_166975892.1,1164,Phobius,SIGNAL_PEPTIDE_N_REGION,N-terminal region of a signal peptide.,1,9,-,-,-,ORF6
WP_166975892.1,1164,SignalP_GRAM_NEGATIVE,SignalP-noTM,SignalP-noTM,1,26,-,-,-,ORF6
WP_166975892.1,1164,Coils,Coil,Coil,760,787,-,-,-,ORF6
WP_166975892.1,1164,Phobius,SIGNAL_PEPTIDE_H_REGION,Hydrophobic region of a signal peptide.,10,21,-,-,-,ORF6
WP_166975892.1,1164,Phobius,SIGNAL_PEPTIDE,Signal peptide region,1,26,-,-,-,ORF6
WP_166975892.1,1164,SignalP_GRAM_NEGATIVE,SignalP-noTM,SignalP-noTM,1,25,-,-,-,ORF6
WP_166975892.1,1164,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",27,1164,-,-,-,ORF6
WP_166975892.1,1164,Phobius,SIGNAL_PEPTIDE_C_REGION,C-terminal region of a signal peptide.,22,26,-,-,-,ORF6
WP_166975892.1,1164,SUPERFAMILY,SSF50969,YVTN repeat-like/Quinoprotein amine dehydrogenase,52,303,2.04E-18,IPR011044,"Quinoprotein amine dehydrogenase, beta chain-like",ORF6
WP_166975892.1,1164,SignalP_GRAM_POSITIVE,SignalP-TM,SignalP-TM,1,42,-,-,-,ORF6
WP_166975892.1,1164,MobiDBLite,mobidb-lite,consensus disorder prediction,330,362,-,-,-,ORF6
WP_166975892.1,1164,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,12,34,-,-,-,ORF6
WP_166975892.1,1164,MobiDBLite,mobidb-lite,consensus disorder prediction,335,360,-,-,-,ORF6
WP_166975892.1,1164,Gene3D,G3DSA:2.130.10.10,-,23,297,9.5E-11,IPR015943,WD40/YVTN repeat-like-containing domain superfamily,ORF6
WP_253439053.1,846,Coils,Coil,Coil,423,446,-,-,-,ORF6
WP_253439053.1,846,Coils,Coil,Coil,347,415,-,-,-,ORF6
WP_253439053.1,846,Coils,Coil,Coil,209,229,-,-,-,ORF6
WP_253439053.1,846,Coils,Coil,Coil,9,36,-,-,-,ORF6
AQM75270.1,1384,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,21,43,-,-,-,ORF6
AQM75270.1,1384,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,90,112,-,-,-,ORF6
AQM75270.1,1384,ProSiteProfiles,PS50082,Trp-Asp (WD) repeats profile.,265,294,9.138.305,IPR001680,WD40 repeat,ORF6
AQM75270.1,1384,Coils,Coil,Coil,520,551,-,-,-,ORF6
AQM75270.1,1384,MobiDBLite,mobidb-lite,consensus disorder prediction,656,675,-,-,-,ORF6
AQM75270.1,1384,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,154,175,-,-,-,ORF6
AQM75270.1,1384,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",176,1384,-,-,-,ORF6
AQM75270.1,1384,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",111,115,-,-,-,ORF6
AQM75270.1,1384,ProSiteProfiles,PS50082,Trp-Asp (WD) repeats profile.,223,264,11.410.742,IPR001680,WD40 repeat,ORF6
AQM75270.1,1384,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,49,77,-,-,-,ORF6
AQM75270.1,1384,PANTHER,PTHR44019,WD REPEAT-CONTAINING PROTEIN 55,190,416,6.8E-23,-,-,ORF6
AQM75270.1,1384,SUPERFAMILY,SSF50969,YVTN repeat-like/Quinoprotein amine dehydrogenase,197,485,1.88E-33,IPR011044,"Quinoprotein amine dehydrogenase, beta chain-like",ORF6
AQM75270.1,1384,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",143,153,-,-,-,ORF6
AQM75270.1,1384,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",44,48,-,-,-,ORF6
AQM75270.1,1384,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,116,142,-,-,-,ORF6
AQM75270.1,1384,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",78,88,-,-,-,ORF6
AQM75270.1,1384,Pfam,PF13360,PQQ-like domain,366,469,44,IPR002372,Pyrrolo-quinoline quinone repeat,ORF6
AQM75270.1,1384,Pfam,PF13360,PQQ-like domain,248,348,8.3E-10,IPR002372,Pyrrolo-quinoline quinone repeat,ORF6
AQM75270.1,1384,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,155,177,-,-,-,ORF6
AQM75270.1,1384,MobiDBLite,mobidb-lite,consensus disorder prediction,1106,1127,-,-,-,ORF6
AQM75270.1,1384,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",1,20,-,-,-,ORF6
AQM75270.1,1384,Coils,Coil,Coil,958,978,-,-,-,ORF6
AQM75270.1,1384,MobiDBLite,mobidb-lite,consensus disorder prediction,656,677,-,-,-,ORF6
AQM75270.1,1384,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,58,77,-,-,-,ORF6
AQM75270.1,1384,SMART,SM00320,WD40_4,422,462,170,IPR001680,WD40 repeat,ORF6
AQM75270.1,1384,SMART,SM00320,WD40_4,216,255,81,IPR001680,WD40 repeat,ORF6
AQM75270.1,1384,SMART,SM00320,WD40_4,258,297,17,IPR001680,WD40 repeat,ORF6
AQM75270.1,1384,Gene3D,G3DSA:2.130.10.10,-,364,535,14,IPR015943,WD40/YVTN repeat-like-containing domain superfamily,ORF6
AQM75270.1,1384,SMART,SM00564,ire1_9,361,393,4.5,IPR018391,Pyrrolo-quinoline quinone beta-propeller repeat,ORF6
AQM75270.1,1384,SMART,SM00564,ire1_9,190,224,63,IPR018391,Pyrrolo-quinoline quinone beta-propeller repeat,ORF6
AQM75270.1,1384,SMART,SM00564,ire1_9,275,308,0.24,IPR018391,Pyrrolo-quinoline quinone beta-propeller repeat,ORF6
AQM75270.1,1384,SMART,SM00564,ire1_9,400,430,14,IPR018391,Pyrrolo-quinoline quinone beta-propeller repeat,ORF6
AQM75270.1,1384,SMART,SM00564,ire1_9,441,473,0.19,IPR018391,Pyrrolo-quinoline quinone beta-propeller repeat,ORF6
AQM75270.1,1384,SMART,SM00564,ire1_9,234,266,0.02,IPR018391,Pyrrolo-quinoline quinone beta-propeller repeat,ORF6
AQM75270.1,1384,ProSiteProfiles,PS50294,Trp-Asp (WD) repeats circular profile.,223,260,8.781.968,-,-,ORF6
AQM75270.1,1384,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,117,139,-,-,-,ORF6
AQM75270.1,1384,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,89,110,-,-,-,ORF6
AQM75270.1,1384,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,21,43,-,-,-,ORF6
AQM75270.1,1384,Coils,Coil,Coil,920,947,-,-,-,ORF6
AQM75270.1,1384,Gene3D,G3DSA:2.130.10.10,-,177,353,9.1E-25,IPR015943,WD40/YVTN repeat-like-containing domain superfamily,ORF6
WP_012946144.1,1138,Phobius,SIGNAL_PEPTIDE_C_REGION,C-terminal region of a signal peptide.,38,55,-,-,-,ORF6
WP_012946144.1,1138,Phobius,SIGNAL_PEPTIDE_N_REGION,N-terminal region of a signal peptide.,1,24,-,-,-,ORF6
WP_012946144.1,1138,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,1108,1130,-,-,-,ORF6
WP_012946144.1,1138,Phobius,SIGNAL_PEPTIDE_H_REGION,Hydrophobic region of a signal peptide.,25,37,-,-,-,ORF6
WP_012946144.1,1138,Coils,Coil,Coil,508,542,-,-,-,ORF6
WP_012946144.1,1138,Phobius,SIGNAL_PEPTIDE,Signal peptide region,1,55,-,-,-,ORF6
WP_012946144.1,1138,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",1131,1138,-,-,-,ORF6
WP_012946144.1,1138,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",56,1107,-,-,-,ORF6
WP_012946144.1,1138,Coils,Coil,Coil,649,676,-,-,-,ORF6
WP_012946144.1,1138,SignalP_GRAM_POSITIVE,SignalP-TM,SignalP-TM,1,45,-,-,-,ORF6
WP_012946144.1,1138,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,1108,1130,-,-,-,ORF6
WP_012946144.1,1138,Coils,Coil,Coil,306,337,-,-,-,ORF6
WP_012946144.1,1138,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,21,43,-,-,-,ORF6
ELZ38788.1,792,Coils,Coil,Coil,325,355,-,-,-,ORF6
ELZ38788.1,792,Coils,Coil,Coil,366,386,-,-,-,ORF6
WP_237583085.1,906,Coils,Coil,Coil,42,73,-,-,-,ORF6
WP_237583085.1,906,Coils,Coil,Coil,480,500,-,-,-,ORF6
WP_237583085.1,906,Coils,Coil,Coil,442,469,-,-,-,ORF6
WP_152421865.1,1274,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,21,43,-,-,-,ORF6
WP_152421865.1,1274,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",78,88,-,-,-,ORF6
WP_152421865.1,1274,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,154,176,-,-,-,ORF6
WP_152421865.1,1274,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",113,117,-,-,-,ORF6
WP_152421865.1,1274,Coils,Coil,Coil,848,868,-,-,-,ORF6
WP_152421865.1,1274,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",176,1274,-,-,-,ORF6
WP_152421865.1,1274,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",1,20,-,-,-,ORF6
WP_152421865.1,1274,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,154,175,-,-,-,ORF6
WP_152421865.1,1274,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,89,112,-,-,-,ORF6
WP_152421865.1,1274,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,120,142,-,-,-,ORF6
WP_152421865.1,1274,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,88,110,-,-,-,ORF6
WP_152421865.1,1274,Coils,Coil,Coil,807,837,-,-,-,ORF6
WP_152421865.1,1274,Coils,Coil,Coil,412,439,-,-,-,ORF6
WP_152421865.1,1274,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,118,142,-,-,-,ORF6
WP_152421865.1,1274,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,49,77,-,-,-,ORF6
WP_152421865.1,1274,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,53,75,-,-,-,ORF6
WP_152421865.1,1274,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",143,153,-,-,-,ORF6
WP_152421865.1,1274,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,21,43,-,-,-,ORF6
WP_152421865.1,1274,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",44,48,-,-,-,ORF6
WP_157884858.1,1434,Gene3D,G3DSA:2.130.10.10,-,201,384,2,IPR015943,WD40/YVTN repeat-like-containing domain superfamily,ORF6
WP_157884858.1,1434,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,125,147,-,-,-,ORF6
WP_157884858.1,1434,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,71,90,-,-,-,ORF6
WP_157884858.1,1434,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,31,53,-,-,-,ORF6
WP_157884858.1,1434,Coils,Coil,Coil,754,774,-,-,-,ORF6
WP_157884858.1,1434,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,68,90,-,-,-,ORF6
WP_157884858.1,1434,Gene3D,G3DSA:2.130.10.10,-,385,556,48,IPR015943,WD40/YVTN repeat-like-containing domain superfamily,ORF6
WP_157884858.1,1434,MobiDBLite,mobidb-lite,consensus disorder prediction,533,548,-,-,-,ORF6
WP_157884858.1,1434,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,97,119,-,-,-,ORF6
WP_157884858.1,1434,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",1,31,-,-,-,ORF6
WP_157884858.1,1434,SUPERFAMILY,SSF50998,Quinoprotein alcohol dehydrogenase-like,228,512,5.49E-16,IPR011047,Quinoprotein alcohol dehydrogenase-like superfamily,ORF6
WP_157884858.1,1434,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,168,189,-,-,-,ORF6
WP_157884858.1,1434,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,32,51,-,-,-,ORF6
WP_157884858.1,1434,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",52,70,-,-,-,ORF6
WP_157884858.1,1434,Coils,Coil,Coil,876,896,-,-,-,ORF6
WP_157884858.1,1434,Phobius,TRANSMEMBRANE,Region of a membrane-bound protein predicted to be embedded in the membrane.,97,119,-,-,-,ORF6
WP_157884858.1,1434,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",148,167,-,-,-,ORF6
WP_157884858.1,1434,Coils,Coil,Coil,1006,1026,-,-,-,ORF6
WP_157884858.1,1434,MobiDBLite,mobidb-lite,consensus disorder prediction,525,548,-,-,-,ORF6
WP_157884858.1,1434,Coils,Coil,Coil,955,997,-,-,-,ORF6
WP_157884858.1,1434,Phobius,CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",91,96,-,-,-,ORF6
WP_157884858.1,1434,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",120,124,-,-,-,ORF6
WP_157884858.1,1434,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,125,147,-,-,-,ORF6
WP_157884858.1,1434,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",190,1434,-,-,-,ORF6
WP_157884858.1,1434,TMHMM,TMhelix,Region of a membrane-bound protein predicted to be embedded in the membrane.,168,190,-,-,-,ORF6
WP_236996085.1,908,Coils,Coil,Coil,44,75,-,-,-,ORF6
WP_236996085.1,908,Coils,Coil,Coil,482,502,-,-,-,ORF6
WP_236996085.1,908,Coils,Coil,Coil,444,471,-,-,-,ORF6
WP_004048522.1,270,Phobius,SIGNAL_PEPTIDE_H_REGION,Hydrophobic region of a signal peptide.,8,20,-,-,-,ORF8
WP_004048522.1,270,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",30,270,-,-,-,ORF8
WP_004048522.1,270,Phobius,SIGNAL_PEPTIDE_C_REGION,C-terminal region of a signal peptide.,21,29,-,-,-,ORF8
WP_004048522.1,270,Phobius,SIGNAL_PEPTIDE_N_REGION,N-terminal region of a signal peptide.,1,7,-,-,-,ORF8
WP_004048522.1,270,Phobius,SIGNAL_PEPTIDE,Signal peptide region,1,29,-,-,-,ORF8
WP_004048522.1,270,MobiDBLite,mobidb-lite,consensus disorder prediction,30,54,-,-,-,ORF8
WP_066418812.1,266,Phobius,SIGNAL_PEPTIDE_H_REGION,Hydrophobic region of a signal peptide.,8,20,-,-,-,ORF8
WP_066418812.1,266,Phobius,SIGNAL_PEPTIDE_N_REGION,N-terminal region of a signal peptide.,1,7,-,-,-,ORF8
WP_066418812.1,266,MobiDBLite,mobidb-lite,consensus disorder prediction,29,51,-,-,-,ORF8
WP_066418812.1,266,Phobius,SIGNAL_PEPTIDE,Signal peptide region,1,28,-,-,-,ORF8
WP_066418812.1,266,Phobius,SIGNAL_PEPTIDE_C_REGION,C-terminal region of a signal peptide.,21,28,-,-,-,ORF8
WP_066418812.1,266,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",29,266,-,-,-,ORF8
WP_088901258.1,264,Phobius,SIGNAL_PEPTIDE_H_REGION,Hydrophobic region of a signal peptide.,8,20,-,-,-,ORF8
WP_088901258.1,264,ProSiteProfiles,PS51318,Twin arginine translocation (Tat) signal profile.,1,29,765.304,IPR006311,"Twin-arginine translocation pathway, signal sequence",ORF8
WP_088901258.1,264,Phobius,SIGNAL_PEPTIDE_C_REGION,C-terminal region of a signal peptide.,21,29,-,-,-,ORF8
WP_088901258.1,264,Phobius,SIGNAL_PEPTIDE_N_REGION,N-terminal region of a signal peptide.,1,7,-,-,-,ORF8
WP_088901258.1,264,Phobius,SIGNAL_PEPTIDE,Signal peptide region,1,29,-,-,-,ORF8
WP_088901258.1,264,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",30,264,-,-,-,ORF8
WP_174682793.1,270,Phobius,SIGNAL_PEPTIDE,Signal peptide region,1,19,-,-,-,ORF8
WP_174682793.1,270,Phobius,SIGNAL_PEPTIDE_H_REGION,Hydrophobic region of a signal peptide.,6,14,-,-,-,ORF8
WP_174682793.1,270,Phobius,SIGNAL_PEPTIDE_N_REGION,N-terminal region of a signal peptide.,1,5,-,-,-,ORF8
WP_174682793.1,270,Phobius,SIGNAL_PEPTIDE_C_REGION,C-terminal region of a signal peptide.,15,19,-,-,-,ORF8
WP_174682793.1,270,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",20,270,-,-,-,ORF8
WP_006671473.1,269,Phobius,NON_CYTOPLASMIC_DOMAIN,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",21,269,-,-,-,ORF8
WP_006671473.1,269,Phobius,SIGNAL_PEPTIDE_H_REGION,Hydrophobic region of a signal peptide.,6,16,-,-,-,ORF8
WP_006671473.1,269,Phobius,SIGNAL_PEPTIDE_C_REGION,C-terminal region of a signal peptide.,17,20,-,-,-,ORF8
